20:22:57	INICIO maoni. Escuchando en el puerto: 5555
20:24:6	Request file: /img/fondo.png
20:24:6	Request file: /img/logoGo.png
20:24:6	ext: .PNG
20:24:6	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
20:24:11	Request file: /BBDD
20:24:11	login -> {"f":"login","user":"maoni","pwd":"99390cfd08236787dbe95558846798013dcd060a1d6e6b49ad10a08f30eaf201"}
20:24:12	Request file: /@@MENU@@_page_000.html?SESSIONKEY=259382
20:24:12	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
20:24:12	ext: .HTML
20:35:5	Request file: /@@MENU@@_page_000.html?SESSIONKEY=259382
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
20:35:5	ext: .HTML
20:35:5	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:35:5	ext: .CSS
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:35:5	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:35:5	ext: .CSS
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:35:5	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:35:5	ext: .CSS
20:35:5	Request file: /vendors/iCheck/skins/flat/green.css
20:35:5	ext: .CSS
20:35:5	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:35:5	ext: .CSS
20:35:5	Request file: /css/custom.css
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
20:35:5	ext: .CSS
20:35:5	Request file: /vendors/jquery/dist/jquery.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:35:5	Request file: /vendors/fastclick/lib/fastclick.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
20:35:5	ext: .JS
20:35:5	ext: .JS
20:35:5	ext: .JS
20:35:5	Request file: /vendors/nprogress/nprogress.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
20:35:5	Request file: /vendors/Chart.js/dist/Chart.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\Chart.js\dist\Chart.min.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/bernii/gauge.js/dist/gauge.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\bernii\gauge.js\dist\gauge.min.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/bootstrap-progressbar/bootstrap-progressbar.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\bootstrap-progressbar.min.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/iCheck/icheck.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\icheck.min.js
20:35:5	ext: .JS
20:35:5	ext: .JS
20:35:5	Request file: /vendors/skycons/skycons.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\skycons\skycons.js
20:35:5	Request file: /vendors/Flot/jquery.flot.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/Flot/jquery.flot.pie.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.pie.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/Flot/jquery.flot.time.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.time.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.stack.js
20:35:5	ext: .JS
20:35:5	Request file: /vendors/Flot/jquery.flot.stack.js
20:35:5	ext: .JS
20:35:5	ext: .JS
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.resize.js
20:35:5	Request file: /vendors/Flot/jquery.flot.resize.js
20:35:5	ext: .JS
20:35:5	Request file: /js/flot/jquery.flot.orderBars.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.orderBars.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\flot\date.js
20:35:5	Request file: /js/flot/date.js
20:35:5	ext: .JS
20:35:5	Request file: /js/flot/jquery.flot.spline.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.spline.js
20:35:5	ext: .JS
20:35:5	Request file: /js/flot/curvedLines.js
20:35:5	ext: .JS
20:35:5	Request file: /js/maps/jquery-jvectormap-2.0.3.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-2.0.3.min.js
20:35:5	ext: .JS
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\flot\curvedLines.js
20:35:5	Request file: /js/moment/moment.min.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
20:35:5	ext: .JS
20:35:5	Request file: /js/datepicker/daterangepicker.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
20:35:5	ext: .JS
20:35:5	Request file: /js/custom.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
20:35:5	ext: .JS
20:35:5	Request file: /js/maps/jquery-jvectormap-world-mill-en.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-world-mill-en.js
20:35:5	ext: .JS
20:35:5	Request file: /js/maps/jquery-jvectormap-us-aea-en.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-us-aea-en.js
20:35:5	ext: .JS
20:35:5	Request file: /js/maps/gdp-data.js
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\js\maps\gdp-data.js
20:35:5	ext: .JS
20:35:5	Request file: /images/img.jpg
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
20:35:5	ext: .JPG
20:35:5	Request file: /vendors/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.1
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\fonts\fontawesome-webfont.woff2
20:35:5	ext: .WOFF2
20:35:5	Request file: /vendors/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2
20:35:5	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\fonts\glyphicons-halflings-regular.woff2
20:35:5	ext: .WOFF2
20:35:6	Request file: /vendors/iCheck/skins/flat/green.png
20:35:6	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.png
20:35:6	ext: .PNG
20:52:4	Request file: /@@MENU@@_page_000.html?SESSIONKEY=259382
20:52:4	ext: .HTML
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
20:52:4	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:52:4	ext: .CSS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:52:4	ext: .CSS
20:52:4	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:52:4	Request file: /vendors/iCheck/skins/flat/green.css
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:52:4	ext: .CSS
20:52:4	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:52:4	ext: .CSS
20:52:4	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:52:4	ext: .CSS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
20:52:4	Request file: /css/custom.css
20:52:4	ext: .CSS
20:52:4	Request file: /vendors/jquery/dist/jquery.min.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/fastclick/lib/fastclick.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/nprogress/nprogress.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/Chart.js/dist/Chart.min.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\Chart.js\dist\Chart.min.js
20:52:4	ext: .JS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\bernii\gauge.js\dist\gauge.min.js
20:52:4	Request file: /vendors/bernii/gauge.js/dist/gauge.min.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/bootstrap-progressbar/bootstrap-progressbar.min.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\bootstrap-progressbar.min.js
20:52:4	ext: .JS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\icheck.min.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/iCheck/icheck.min.js
20:52:4	Request file: /vendors/skycons/skycons.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\skycons\skycons.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/Flot/jquery.flot.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.js
20:52:4	ext: .JS
20:52:4	ext: .JS
20:52:4	Request file: /vendors/Flot/jquery.flot.pie.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.pie.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.time.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/Flot/jquery.flot.time.js
20:52:4	Request file: /vendors/Flot/jquery.flot.stack.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.stack.js
20:52:4	ext: .JS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.resize.js
20:52:4	ext: .JS
20:52:4	Request file: /vendors/Flot/jquery.flot.resize.js
20:52:4	Request file: /js/flot/jquery.flot.orderBars.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.orderBars.js
20:52:4	ext: .JS
20:52:4	Request file: /js/flot/date.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\flot\date.js
20:52:4	ext: .JS
20:52:4	Request file: /js/flot/jquery.flot.spline.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.spline.js
20:52:4	ext: .JS
20:52:4	Request file: /js/flot/curvedLines.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\flot\curvedLines.js
20:52:4	ext: .JS
20:52:4	Request file: /js/maps/jquery-jvectormap-2.0.3.min.js
20:52:4	ext: .JS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-2.0.3.min.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
20:52:4	Request file: /js/moment/moment.min.js
20:52:4	ext: .JS
20:52:4	Request file: /js/datepicker/daterangepicker.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
20:52:4	ext: .JS
20:52:4	Request file: /js/custom.js
20:52:4	ext: .JS
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
20:52:4	Request file: /js/maps/jquery-jvectormap-world-mill-en.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-world-mill-en.js
20:52:4	ext: .JS
20:52:4	Request file: /js/maps/jquery-jvectormap-us-aea-en.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-us-aea-en.js
20:52:4	ext: .JS
20:52:4	Request file: /js/maps/gdp-data.js
20:52:4	filename: c:\projectes\Maoni\Maoni\protected\js\maps\gdp-data.js
20:52:4	ext: .JS
20:52:5	Request file: /images/img.jpg
20:52:5	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
20:52:5	ext: .JPG
20:53:30	Request file: /@@MENU@@_page_000.html?SESSIONKEY=259382
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
20:53:30	ext: .HTML
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:53:30	ext: .CSS
20:53:30	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:53:30	Request file: /vendors/iCheck/skins/flat/green.css
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:53:30	ext: .CSS
20:53:30	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:53:30	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:53:30	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:53:30	ext: .CSS
20:53:30	Request file: /css/custom.css
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
20:53:30	ext: .CSS
20:53:30	ext: .CSS
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:53:30	ext: .CSS
20:53:30	Request file: /vendors/jquery/dist/jquery.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/fastclick/lib/fastclick.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/nprogress/nprogress.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
20:53:30	ext: .JS
20:53:30	ext: .JS
20:53:30	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:53:30	Request file: /vendors/Chart.js/dist/Chart.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\Chart.js\dist\Chart.min.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/bernii/gauge.js/dist/gauge.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\bernii\gauge.js\dist\gauge.min.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/bootstrap-progressbar/bootstrap-progressbar.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\bootstrap-progressbar.min.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/iCheck/icheck.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\icheck.min.js
20:53:30	ext: .JS
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\skycons\skycons.js
20:53:30	Request file: /vendors/skycons/skycons.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/Flot/jquery.flot.js
20:53:30	ext: .JS
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.js
20:53:30	Request file: /vendors/Flot/jquery.flot.pie.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.pie.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/Flot/jquery.flot.time.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.time.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/Flot/jquery.flot.stack.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.stack.js
20:53:30	ext: .JS
20:53:30	Request file: /vendors/Flot/jquery.flot.resize.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.resize.js
20:53:30	ext: .JS
20:53:30	Request file: /js/flot/jquery.flot.orderBars.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.orderBars.js
20:53:30	ext: .JS
20:53:30	Request file: /js/flot/date.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\flot\date.js
20:53:30	ext: .JS
20:53:30	Request file: /js/flot/jquery.flot.spline.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.spline.js
20:53:30	ext: .JS
20:53:30	Request file: /js/flot/curvedLines.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\flot\curvedLines.js
20:53:30	ext: .JS
20:53:30	Request file: /js/maps/jquery-jvectormap-2.0.3.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-2.0.3.min.js
20:53:30	ext: .JS
20:53:30	Request file: /js/moment/moment.min.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
20:53:30	ext: .JS
20:53:30	Request file: /js/datepicker/daterangepicker.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
20:53:30	ext: .JS
20:53:30	Request file: /js/custom.js
20:53:30	Request file: /js/maps/jquery-jvectormap-world-mill-en.js
20:53:30	ext: .JS
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-world-mill-en.js
20:53:30	ext: .JS
20:53:30	Request file: /js/maps/jquery-jvectormap-us-aea-en.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-us-aea-en.js
20:53:30	ext: .JS
20:53:30	Request file: /js/maps/gdp-data.js
20:53:30	ext: .JS
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\js\maps\gdp-data.js
20:53:30	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
20:53:30	Request file: /images/img.jpg
20:53:30	ext: .JPG
20:54:22	Request file: /@@MENU@@_page_000.html?SESSIONKEY=259382
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
20:54:22	ext: .HTML
20:54:22	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
20:54:22	ext: .CSS
20:54:22	Request file: /vendors/font-awesome/css/font-awesome.min.css
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
20:54:22	ext: .CSS
20:54:22	Request file: /vendors/iCheck/skins/flat/green.css
20:54:22	ext: .CSS
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
20:54:22	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
20:54:22	ext: .CSS
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
20:54:22	ext: .CSS
20:54:22	Request file: /css/maps/jquery-jvectormap-2.0.3.css
20:54:22	Request file: /css/custom.css
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
20:54:22	ext: .CSS
20:54:22	Request file: /vendors/jquery/dist/jquery.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/fastclick/lib/fastclick.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\fastclick\lib\fastclick.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/nprogress/nprogress.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\nprogress\nprogress.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/Chart.js/dist/Chart.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\Chart.js\dist\Chart.min.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/bernii/gauge.js/dist/gauge.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bernii\gauge.js\dist\gauge.min.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/bootstrap-progressbar/bootstrap-progressbar.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\bootstrap-progressbar.min.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/iCheck/icheck.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\icheck.min.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/skycons/skycons.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\skycons\skycons.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/Flot/jquery.flot.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.js
20:54:22	ext: .JS
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.pie.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/Flot/jquery.flot.pie.js
20:54:22	Request file: /vendors/Flot/jquery.flot.time.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.time.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/Flot/jquery.flot.stack.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.stack.js
20:54:22	ext: .JS
20:54:22	Request file: /vendors/Flot/jquery.flot.resize.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\vendors\Flot\jquery.flot.resize.js
20:54:22	ext: .JS
20:54:22	Request file: /js/flot/jquery.flot.orderBars.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.orderBars.js
20:54:22	ext: .JS
20:54:22	Request file: /js/flot/date.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\js\flot\date.js
20:54:22	ext: .JS
20:54:22	Request file: /js/flot/jquery.flot.spline.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\js\flot\jquery.flot.spline.js
20:54:22	ext: .JS
20:54:22	Request file: /js/flot/curvedLines.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\js\flot\curvedLines.js
20:54:22	ext: .JS
20:54:22	Request file: /js/maps/jquery-jvectormap-2.0.3.min.js
20:54:22	filename: c:\projectes\Maoni\Maoni\protected\js\maps\jquery-jvectormap-2.0.3.min.js
20:54:22	ext: .JS
20:54:22	ext: .JS
