10:29:48	INICIO maoni. Escuchando en el puerto: 5555
10:29:49	Server is ready to take our messages
10:29:50	INICIO ENVIO EMAILS....
10:29:50	1 Grupo Hoteles Prestige
10:29:50	1000 UHR & Co Hoteliers
10:29:50	  1 Hotel Princesa Sofía
10:29:50	  2 Hotel Barcelona Mar
10:29:50	    * princesa/princesa_gen.html
10:29:50	    EN inmail_gen.html
10:29:50	    ES inmail_gen.html
10:29:50	  1001 Molí del Mig
10:29:50	  1002 Palacio de Oriol
10:29:50	  1003 Sitges Playa
10:29:50	    ES 
10:30:35	Request file: /index.html
10:30:35	Request file: /vendors/jquery/dist/jquery.min.js
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
10:30:35	ext: .JS
10:30:35	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
10:30:35	ext: .JS
10:30:35	Request file: /js/sha256.js
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\js\sha256.js
10:30:35	ext: .JS
10:30:35	Request file: /js/toastr.js
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
10:30:35	ext: .JS
10:30:35	Request file: /js/lib.js
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
10:30:35	ext: .JS
10:30:35	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
10:30:35	ext: .CSS
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
10:30:35	Request file: /css/maoni.css
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
10:30:35	ext: .CSS
10:30:35	Request file: /css/signin.css
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\css\signin.css
10:30:35	ext: .CSS
10:30:35	Request file: /css/animate.min.css
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
10:30:35	ext: .CSS
10:30:35	Request file: /css/toastr.css
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
10:30:35	ext: .CSS
10:30:35	Request file: /css/custom.css
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
10:30:35	ext: .CSS
10:30:35	Request file: /img/logoGo.png
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
10:30:35	ext: .PNG
10:30:35	Request file: /img/fondo.png
10:30:35	filename: c:\projectes\Maoni\Maoni\protected\img\fondo.png
10:30:35	ext: .PNG
10:30:38	Request file: /BBDD
10:30:38	login -> {"f":"login","user":"maoni","pwd":"99390cfd08236787dbe95558846798013dcd060a1d6e6b49ad10a08f30eaf201"}
10:30:38	Request file: /@@MENU@@_page_000.html?SESSIONKEY=47411
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
10:30:38	ext: .HTML
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
10:30:38	ext: .CSS
10:30:38	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
10:30:38	Request file: /css/toastr.css
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
10:30:38	ext: .CSS
10:30:38	Request file: /css/custom.css
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
10:30:38	ext: .CSS
10:30:38	Request file: /css/animate.min.css
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\css\animate.min.css
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\css\maoni.css
10:30:38	Request file: /css/maoni.css
10:30:38	ext: .CSS
10:30:38	ext: .CSS
10:30:38	Request file: /vendors/jquery/dist/jquery.min.js
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
10:30:38	ext: .JS
10:30:38	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
10:30:38	ext: .JS
10:30:38	Request file: /js/toastr.js
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
10:30:38	Request file: /js/lib.js
10:30:38	ext: .JS
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
10:30:38	ext: .JS
10:30:38	Request file: /js/DEIForm.js
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\js\DEIForm.js
10:30:38	ext: .JS
10:30:38	Request file: /js/DEIList.js
10:30:38	ext: .JS
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\js\DEIList.js
10:30:38	Request file: /js/DEITree.js
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\js\DEITree.js
10:30:38	ext: .JS
10:30:38	Request file: /js/DEIGrid.js
10:30:38	filename: c:\projectes\Maoni\Maoni\protected\js\DEIGrid.js
10:30:38	ext: .JS
10:30:39	Request file: /vendors/font-awesome/css/font-awesome.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/iCheck/skins/flat/green.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /css/maps/jquery-jvectormap-2.0.3.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/select2/dist/css/select2.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/datatables.net-bs/css/dataTables.bootstrap.min.css
10:30:39	ext: .CSS
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-bs\css\dataTables.bootstrap.min.css
10:30:39	Request file: /vendors/datatables.net-buttons-bs/css/buttons.bootstrap.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-buttons-bs\css\buttons.bootstrap.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/datatables.net-fixedheader-bs/css/fixedHeader.bootstrap.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-fixedheader-bs\css\fixedHeader.bootstrap.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/datatables.net-responsive-bs/css/responsive.bootstrap.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-responsive-bs\css\responsive.bootstrap.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/datatables.net-scroller-bs/css/scroller.bootstrap.min.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\datatables.net-scroller-bs\css\scroller.bootstrap.min.css
10:30:39	ext: .CSS
10:30:39	Request file: /vendors/sweetalert/sweetalert.css
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\sweetalert\sweetalert.css
10:30:39	ext: .CSS
10:30:39	Request file: /img/logoGowhite.png
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\img\logoGowhite.png
10:30:39	ext: .PNG
10:30:39	Request file: /img/redondaamarilla.png
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\img\redondaamarilla.png
10:30:39	ext: .PNG
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
10:30:39	ext: .JS
10:30:39	Request file: /img/redondaverde.png
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\img\redondaverde.png
10:30:39	ext: .PNG
10:30:39	ext: .PNG
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\img\redondaroja.png
10:30:39	Request file: /img/redondaroja.png
10:30:39	filename: c:\projectes\Maoni\Maoni\protected\img\redondagris.png
10:30:39	ext: .PNG
10:30:39	Request file: /img/redondagris.png
